,ref,company_manufacturer,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,ingredients,most_memorable_characteristics,rating
2517,879,Zotter,Austria,2012,Bolivia,El Ceibo Coop,90%,"4- B,S*,C,Sa","smooth, intense blueberry",3.25
2518,883,Zotter,Austria,2012,Congo,"Kongo, Highlands",68%,"4- B,S*,C,Sa","creamy, caramel, salt, sweet",3.25
2519,801,Zotter,Austria,2012,Panama,"Bocas del Toro, Cocabo Co-op",72%,"4- B,S*,C,Sa","oily, earthy, caramel, salty",3.5
2520,801,Zotter,Austria,2012,Blend,Amazonas Frucht,65%,"4- B,S*,C,Sa","dairy, burnt caramel, coffee",3.5
2521,875,Zotter,Austria,2012,Peru,"Satipo Pangoa region, 20hr conche",70%,"4- B,S*,C,Sa","butterscotch, pepper",3.5
2522,883,Zotter,Austria,2012,Blend,"Indianer, Raw",58%,"4- B,S*,C,Sa","smooth, spicy, floral",3.5
2523,875,Zotter,Austria,2012,Dominican Republic,"Loma Los Pinos, Yacao region, D.R.",62%,"4- B,S*,C,Sa","spice, caramel, toffee, salty",3.75
2524,879,Zotter,Austria,2012,Dominican Republic,Santo Domingo,70%,"4- B,S*,C,Sa","strawberry, Cadbury egg",3.75
2525,1205,Zotter,Austria,2014,Blend,Raw,80%,"4- B,S*,C,Sa","waxy, cloying, vegetal",2.75
2526,1996,Zotter,Austria,2017,Colombia,"APROCAFA, Acandi",75%,"3- B,S,C","strong nutty, marshmallow",3.75
2527,2036,Zotter,Austria,2018,Blend,"Dry Aged, 30 yr Anniversary bar",75%,"3- B,S,C","fatty, earthy, cocoa",3.0
2528,2170,Zotter,Austria,2018,Congo,Mountains of the Moon,70%,"3- B,S,C","fatty, mild nuts, mild fruit",3.25
2529,2170,Zotter,Austria,2018,Belize,Maya Mtn,72%,"3- B,S,C","muted, roasty, accessible",3.5
